$Ascii,:,02_97_DD_2X,Esstar,04/06/2018,,

Depth,DTCO3,DTSH3,DTSH6,ECGR,HAZI,HCAL,HDEVI,RHOZ,RLA1,RLA2,RLA3,RLA4,RLA5,RT_HRLT,RXOZ,TNPH
M,US/F,US/F,US/F,GAPI,Deg,IN,Deg,G/C3,OHMM,OHMM,OHMM,OHMM,OHMM,OHMM,OHMM,V/V
1429.9692,98.55,-999.25,195.6269,117.667,268.5921,12.3041,0.0892,2.3665,1.4451,1.9417,2.2819,2.5437,2.7241,3.5118,1.4096,0.2853
1430.1216,98.7135,-999.25,196.0787,109.5319,268.4312,12.4299,0.0899,2.2704,1.4152,1.9469,2.3244,2.5851,2.8037,3.7515,0.8973,0.3295
1430.274,99.9673,-999.25,200.9755,100.2264,268.2727,12.3559,0.0906,2.2313,1.3331,1.8801,2.2268,2.4641,2.6593,3.5624,0.8044,0.3623
1430.4264,105.3924,-999.25,203.0959,98.0044,268.1166,12.3855,0.0913,2.2321,1.2366,1.8174,2.1398,2.3426,2.5362,3.4113,0.8189,0.3435
1430.5788,105.7021,-999.25,205.9204,101.8958,267.9629,12.4299,0.092,2.236,1.1946,1.8907,2.2666,2.4701,2.663,3.6454,0.8205,0.3447
1430.7312,104.4425,-999.25,209.5572,108.1891,267.8115,12.3781,0.0927,2.2475,1.2126,1.9714,2.411,2.6217,2.8305,3.9153,0.8616,0.3462
1430.8836,104.2422,-999.25,212.0873,110.3566,267.6624,12.3411,0.0934,2.2635,1.1995,1.9782,2.5172,2.7369,2.9922,4.2209,0.9068,0.3513
1431.036,104.2573,-999.25,212.826,106.8337,267.5154,12.4003,0.0941,2.254,1.1021,1.7262,2.255,2.4445,2.6398,3.7792,0.906,0.3567
1431.1884,104.3092,-999.25,212.6414,104.0629,267.3707,12.4965,0.0948,2.2448,1.0963,1.7304,2.2762,2.5437,2.7187,3.9488,0.8492,0.3293
1431.3408,104.4558,-999.25,212.3058,104.4684,267.228,12.3855,0.0955,2.2443,1.0991,1.734,2.2804,2.5733,2.7309,3.9864,0.8559,0.3382
1431.4932,104.5866,-999.25,212.695,105.4767,267.0875,12.4521,0.0962,2.2556,1.112,1.7686,2.3215,2.6284,2.7945,4.0766,0.8964,0.3395
1431.6456,104.7835,-999.25,213.3041,105.3986,266.9489,12.4299,0.0969,2.2775,1.1278,1.828,2.3945,2.7246,2.8548,4.1908,0.8948,0.3853
1431.798,105.0993,-999.25,213.3672,105.683,266.8124,12.4373,0.0976,2.287,1.0813,1.6823,2.1382,2.4085,2.5243,3.6394,0.9714,0.3773
1431.9504,105.2243,-999.25,215.6852,111.7065,266.6778,12.5334,0.0983,2.296,1.1714,1.8982,2.4588,2.7639,2.9263,4.2778,1.1048,0.3692
1432.1028,105.4749,-999.25,216.9512,109.6545,266.5451,12.5038,0.099,2.291,1.1138,1.6545,2.0725,2.3027,2.4222,3.4274,1.0411,0.3312
1432.2552,105.5104,-999.25,217.5678,111.1078,266.4143,12.5778,0.0997,2.2924,1.138,1.6762,2.0848,2.3172,2.4619,3.4174,1.0441,0.3333
1432.4076,105.715,-999.25,217.9994,109.6074,266.2853,12.4817,0.1004,2.2893,1.3348,2.0325,2.5639,2.8516,3.0261,4.2247,0.9198,0.3273
1432.56,108.0413,-999.25,218.0405,110.912,266.1581,12.4891,0.1011,2.2846,1.3765,2.0544,2.5646,2.8293,3.0409,4.1895,1.0059,0.3549
1432.7124,106.3557,-999.25,218.8304,110.5759,266.0327,12.4373,0.1018,2.2883,1.3498,1.9549,2.3878,2.6074,2.7967,3.8019,0.9052,0.3386
1432.8648,106.4078,-999.25,220.1788,109.9571,265.909,12.4447,0.1025,2.3033,1.5092,2.3192,2.8691,3.1644,3.4101,4.687,1.0564,0.334
1433.0172,106.122,-999.25,222.4578,109.9437,265.787,12.2967,0.1032,2.3047,1.4697,2.142,2.6499,2.9083,3.1513,4.3058,1.142,0.3204
1433.1696,105.987,-999.25,224.8674,106.6847,265.6667,12.3041,0.1039,2.2673,1.4513,2.1159,2.6257,2.8811,3.1222,4.2549,1.051,0.3538
1433.322,105.8946,-999.25,224.1647,102.2512,265.5479,12.3189,0.1046,2.2212,1.4178,2.0667,2.5899,2.8365,3.077,4.2012,0.8634,0.3735
1433.4744,107.1916,-999.25,223.9476,98.5705,265.4308,12.3115,0.1053,2.1878,1.3874,2.0191,2.4802,2.7331,2.955,3.9969,0.772,0.3718
1433.6268,106.7796,-999.25,221.4398,100.6713,265.3152,12.3411,0.106,2.2041,1.417,2.0728,2.5338,2.7784,3.012,4.0691,0.8161,0.3782
1433.7792,106.5321,-999.25,220.4741,100.4214,265.2011,12.3485,0.1067,2.2155,1.4483,2.1439,2.6173,2.8607,3.0411,4.0995,0.8516,0.3453
1433.9316,105.3214,-999.25,218.8555,99.379,265.0886,12.2524,0.1075,2.2237,1.5196,2.3148,2.8347,3.0898,3.2777,4.409,0.8002,0.3529
1434.084,104.014,-999.25,219.0191,98.4932,264.9775,12.3337,0.1082,2.2145,1.434,2.1227,2.5925,2.8145,3.0209,4.0305,0.7236,0.322
1434.2364,103.759,-999.25,218.2752,99.1092,264.8679,12.33,0.1089,2.2134,1.374,2.0405,2.5015,2.6915,2.8133,3.798,0.7236,0.3502
1434.3888,103.9036,-999.25,217.7764,97.6027,264.7597,12.2634,0.1096,2.2204,1.4066,2.0158,2.4439,2.6146,2.6995,3.6245,0.7727,0.3595
1434.5412,103.7666,-999.25,213.6699,99.1812,264.6529,12.2745,0.1103,2.2217,1.4255,2.0479,2.4619,2.6379,2.6909,3.6113,0.7984,0.3765
1434.6936,103.8176,-999.25,212.2482,103.8741,264.5474,12.2893,0.111,2.2333,1.407,2.0447,2.4623,2.6427,2.698,3.6493,0.8452,0.3627
1434.846,103.7433,-999.25,212.9278,109.9437,264.4434,12.2967,0.1117,2.2593,1.3978,2.0324,2.4156,2.6018,2.6565,3.5973,0.9339,0.3194
1434.9984,103.4169,-999.25,214.9432,111.7889,264.3406,12.2745,0.1124,2.2739,1.3901,1.9794,2.3449,2.5237,2.5992,3.5034,1.0686,0.3194
1435.1508,101.6395,-999.25,215.7621,107.6291,264.2391,12.2967,0.1131,2.2867,1.4577,2.0651,2.4786,2.6651,2.7177,3.6488,1.2131,0.3342
1435.3032,101.8129,-999.25,214.9211,103.4915,264.1389,12.3078,0.1138,2.2769,1.4112,1.9911,2.4256,2.593,2.6782,3.6295,0.9866,0.3639
1435.4556,101.0643,-999.25,214.4328,104.0957,264.0399,12.2967,0.1146,2.2601,1.2864,1.7683,2.1371,2.2718,2.3485,3.1565,0.8254,0.3649
1435.608,104.2865,-999.25,214.7082,112.5826,263.9421,12.2967,0.1153,2.2791,1.3296,1.8744,2.1916,2.3221,2.3969,3.1824,0.7926,0.3344
1435.7604,103.0274,-999.25,213.5896,124.4432,263.8455,12.2893,0.116,2.3203,1.432,2.1921,2.5828,2.7408,2.8268,3.8603,1.1146,0.3279
1435.9128,102.8814,-999.25,212.0556,125.9043,263.7502,12.2745,0.1167,2.3695,1.3918,2.1525,2.5239,2.6746,2.7792,3.6787,1.475,0.3308
1436.0652,102.7353,-999.25,210.767,122.8996,263.6559,12.3559,0.1174,2.3491,1.2511,1.8144,2.1069,2.2075,2.2965,2.9246,1.3633,0.3519
1436.2176,102.0029,-999.25,202.0595,115.4536,263.5628,12.4632,0.1181,2.3003,1.264,1.8211,2.1783,2.3135,2.4234,3.2713,1.0773,0.3554
1436.37,101.5426,-999.25,197.4246,116.8518,263.4709,12.5186,0.1188,2.2665,1.2944,1.911,2.3153,2.478,2.6081,3.5675,0.9103,0.363
1436.5224,100.4705,-999.25,194.2403,115.2973,263.38,12.5186,0.1195,2.2642,1.334,1.971,2.3901,2.5606,2.6797,3.6313,0.9154,0.325
1436.6748,100.6824,-999.25,192.3308,119.8338,263.2902,12.4965,0.1203,2.2851,1.6331,2.709,3.4607,3.831,4.1089,5.6298,0.9226,0.3039
1436.8272,98.2467,-999.25,192.3178,112.714,263.2015,12.4965,0.121,2.2926,1.6394,2.5964,3.2771,3.5784,3.8587,5.2294,0.9562,0.3011
1436.9796,101.4488,-999.25,193.5387,110.0983,263.1138,12.4188,0.1217,2.2843,1.6004,2.4941,3.1331,3.3999,3.6368,4.9297,0.9973,0.3393
1437.132,99.5177,-999.25,194.1656,101.782,263.0271,12.4299,0.1224,2.2629,1.4545,2.1383,2.6272,2.8125,3.0589,4.1017,0.92,0.3399
1437.2844,99.4898,-999.25,195.2786,101.2278,262.9415,12.4188,0.1231,2.2482,1.3993,2.0488,2.4096,2.5745,2.7882,3.6585,0.8157,0.3284
1437.4368,103.5502,-999.25,200.1425,101.4264,262.8568,12.3633,0.1238,2.238,1.4406,2.154,2.5244,2.7031,2.9306,3.8456,0.8089,0.3069
1437.5892,102.0488,-999.25,208.6557,96.8947,262.7731,12.2819,0.1246,2.2131,1.3942,2.0485,2.3892,2.5464,2.7635,3.6157,0.7992,0.3266
1437.7416,103.2504,-999.25,208.8599,95.2001,262.6904,12.2745,0.1253,2.1862,1.3038,1.8638,2.1747,2.2887,2.4705,3.2214,0.7619,0.3598
1437.894,103.3732,-999.25,208.6396,94.161,262.6086,12.3115,0.126,2.1896,1.2289,1.728,2.0035,2.1007,2.2482,2.925,0.6779,0.3667
1438.0464,103.5567,-999.25,210.8445,104.3753,262.5277,12.2856,0.1267,2.2361,1.324,1.8181,2.1184,2.228,2.3391,3.0405,0.7409,0.3432
1438.1988,103.8295,-999.25,212.3164,113.9878,262.4477,12.245,0.1274,2.3069,1.6521,2.2518,2.6391,2.7669,2.9236,3.8089,0.9103,0.2999
1438.3512,103.5936,-999.25,211.2338,118.2212,262.3687,12.2302,0.1281,2.3555,1.6082,2.0816,2.4076,2.5289,2.6568,3.4027,1.2275,0.2828
1438.5036,102.7202,-999.25,211.1857,119.9874,262.2905,12.2228,0.1289,2.3506,1.5776,2.0451,2.3726,2.493,2.6247,3.3316,1.3071,0.2915
1438.656,103.7857,-999.25,210.5944,114.9717,262.2132,12.2524,0.1296,2.3217,1.4339,1.7456,1.988,2.1005,2.1966,2.7181,1.0385,0.3175
1438.8084,104.0347,-999.25,211.279,119.5879,262.1367,12.2967,0.1303,2.2889,1.4636,1.8327,2.0805,2.2248,2.2865,2.9034,0.926,0.3563
1438.9608,104.3474,-999.25,212.3805,121.1689,262.0611,12.2745,0.131,2.3069,1.5183,1.9063,2.1728,2.3183,2.4029,3.0727,0.9554,0.3527
1439.1132,104.6307,-999.25,212.5598,124.642,261.9863,12.245,0.1317,2.314,1.5145,1.9253,2.1861,2.3416,2.4362,3.1083,1.1223,0.3202
1439.2656,104.7148,-999.25,212.6743,124.3033,261.9123,12.2302,0.1324,2.3194,1.4079,1.7885,2.0597,2.1947,2.2902,2.9588,0.9941,0.3154
1439.418,104.8488,-999.25,213.0236,123.7547,261.8391,12.2524,0.1332,2.3105,1.2881,1.7087,1.99,2.1338,2.2408,2.9575,0.8775,0.3347
1439.5704,105.4478,-999.25,213.2977,123.2511,261.7667,12.2856,0.1339,2.3242,1.3278,1.7889,2.0992,2.2529,2.3749,3.1684,0.9283,0.3595
1439.7228,103.2705,-999.25,213.9976,126.5317,261.695,12.2967,0.1346,2.3391,1.4028,1.9386,2.3024,2.4746,2.5968,3.5042,1.2212,0.3794
1439.8752,103.5277,-999.25,213.6213,123.6479,261.6242,12.2967,0.1353,2.3307,1.3999,2.0163,2.4342,2.6397,2.8026,3.784,1.3413,0.3628
1440.0276,103.4884,-999.25,212.8244,115.4182,261.554,12.2967,0.136,2.287,1.2505,1.8115,2.2088,2.405,2.5714,3.5293,1.1071,0.3402
1440.18,103.881,-999.25,214.7972,106.3713,261.4846,12.3559,0.1368,2.2445,1.2229,1.8178,2.2377,2.4556,2.6475,3.6702,0.8908,0.3462
1440.3324,104.8386,-999.25,215.6813,104.3906,261.416,12.4743,0.1375,2.2175,1.1982,1.8101,2.2453,2.4583,2.6377,3.667,0.8033,0.367
1440.4848,105.0457,-999.25,215.8605,108.7082,261.3481,12.4521,0.1382,2.2209,1.2357,1.888,2.3467,2.5762,2.7926,3.871,0.8426,0.3811
1440.6372,105.5573,-999.25,214.8822,106.4078,261.2808,12.4595,0.1389,2.2203,1.2351,2.0032,2.5403,2.8103,3.0589,4.2927,0.877,0.3707
1440.7896,106.8117,-999.25,214.4486,105.8143,261.2143,12.5112,0.1396,2.2163,1.2123,2.0359,2.6461,2.9452,3.1868,4.5199,0.8595,0.3451
1440.942,107.1041,-999.25,216.7111,99.7375,261.1484,12.5186,0.1404,2.206,1.2311,2.0605,2.7031,3.0212,3.2738,4.6379,0.8359,0.3444
1441.0944,107.2325,-999.25,217.0393,96.7579,261.0832,12.5186,0.1411,2.1985,1.2432,2.0778,2.7559,3.0872,3.352,4.7339,0.8119,0.3446
1441.2468,106.904,-999.25,216.639,93.1649,261.0187,12.5297,0.1418,2.1859,1.3559,2.2811,3.0932,3.5062,3.8646,5.4495,0.8141,0.3598
1441.3992,106.3697,-999.25,214.8608,95.3393,260.9548,12.5334,0.1425,2.1831,1.3582,2.2871,3.0755,3.5208,3.8693,5.442,0.7979,0.3353
1441.5516,105.7661,-999.25,214.8657,93.0995,260.8916,12.526,0.1432,2.1897,1.3674,2.3285,3.1411,3.6053,4.004,5.6181,0.7864,0.3303
1441.704,106.7988,-999.25,216.3047,85.8285,260.829,12.3855,0.144,2.1933,1.4343,2.3686,3.1631,3.6083,3.9717,5.554,0.7849,0.3325
1441.8564,106.406,-999.25,215.1299,83.0659,260.767,12.3929,0.1447,2.1975,1.4955,2.539,3.386,3.8643,4.1963,5.8888,0.8761,0.3361
1442.0088,106.7951,-999.25,214.5408,84.2613,260.7057,12.4003,0.1454,2.1939,1.5645,2.6405,3.5168,3.9498,4.3657,6.081,0.9219,0.3517
1442.1612,107.1829,-999.25,214.3531,87.9879,260.6449,12.3078,0.1461,2.1966,1.577,2.5775,3.4096,3.8197,4.1842,5.8111,0.9244,0.3485
1442.3136,107.1501,-999.25,215.0116,88.8812,260.5848,12.3485,0.1469,2.199,1.6174,2.5214,3.2257,3.588,3.8771,5.3091,0.8812,0.3371
1442.466,106.8159,-999.25,215.273,91.829,260.5252,12.3855,0.1476,2.2154,1.675,2.6589,3.4462,3.8603,4.1713,5.7637,0.9483,0.3251
1442.6184,107.0647,-999.25,215.3537,92.9547,260.4662,12.3966,0.1483,2.2251,1.7607,2.835,3.7217,4.1796,4.5374,6.279,0.9195,0.3279
1442.7708,107.7078,-999.25,214.2146,91.3758,260.4078,12.3411,0.149,2.2151,1.7572,2.7716,3.5892,4.0412,4.4084,6.0782,0.9336,0.3606
1442.9232,107.8427,-999.25,215.514,87.5763,260.3511,12.4521,0.1497,2.1835,1.7476,2.7295,3.5436,4.0121,4.3777,6.0285,0.8515,0.3522
1443.0756,107.5774,-999.25,214.778,85.8575,260.3544,12.4595,0.1498,2.1665,1.7631,2.7473,3.5889,4.0703,4.4349,6.1163,0.8301,0.3804
1443.228,108.058,-999.25,219.5972,84.4824,260.392,12.3929,0.1495,2.1582,1.8144,2.785,3.6253,4.1104,4.4746,6.1653,0.8544,0.3614
1443.3804,108.3583,-999.25,220.3186,84.0569,260.4297,12.3781,0.1493,2.1602,1.8224,2.8192,3.6822,4.1826,4.5756,6.3033,0.8407,0.354
1443.5328,109.4112,-999.25,221.5268,86.4207,260.4676,12.3929,0.149,2.1508,1.7073,2.7836,3.6716,4.21,4.6831,6.4511,0.7977,0.3445
1443.6852,108.8358,-999.25,225.7766,87.767,260.5056,12.4077,0.1487,2.1477,1.617,2.6453,3.4965,3.991,4.4007,6.0485,0.7224,0.3428
1443.8376,108.6791,-999.25,226.4367,86.0239,260.5438,12.4299,0.1484,2.1435,1.5941,2.627,3.4803,3.9694,4.3586,5.9916,0.6915,0.3468
1443.99,109.325,-999.25,226.5518,82.3665,260.5821,12.4151,0.1481,2.1494,1.5741,2.6174,3.4796,3.972,4.4106,6.0534,0.6845,0.379
1444.1424,109.7217,-999.25,226.4281,81.6603,260.6205,12.3929,0.1479,2.1585,1.5182,2.5115,3.3604,3.8368,4.2608,5.8754,0.6862,0.3771
1444.2948,107.946,-999.25,226.8796,84.7531,260.6591,12.3966,0.1476,2.1594,1.4823,2.4672,3.2796,3.752,4.1553,5.7261,0.6804,0.3527
1444.4472,108.0719,-999.25,227.03,82.4919,260.6978,12.4188,0.1473,2.156,1.4858,2.4841,3.3146,3.795,4.1979,5.8164,0.7269,0.3334
1444.5996,108.1163,-999.25,225.5976,83.8763,260.7367,12.4521,0.147,2.1485,1.4428,2.4514,3.3178,3.8422,4.193,5.9153,0.7886,0.3401
1444.752,108.1034,-999.25,224.8379,85.4624,260.7758,12.4595,0.1467,2.1463,1.4729,2.5249,3.4535,4.0021,4.4224,6.2583,0.8442,0.388
1444.9044,108.1966,-999.25,224.4937,91.8986,260.8149,12.5408,0.1465,2.1467,1.4357,2.4763,3.3628,3.9185,4.3001,6.1024,0.8408,0.3796
1445.0568,108.3281,-999.25,223.2944,93.6528,260.8543,12.563,0.1462,2.1517,1.3439,2.3786,3.3152,3.937,4.2329,6.1237,0.8315,0.3868
1445.2092,108.3179,-999.25,223.0562,91.2364,260.8937,12.6222,0.1459,2.1547,1.3582,2.3987,3.3577,4.014,4.3339,6.2606,0.7971,0.3607
1445.3616,108.749,-999.25,222.7043,90.9978,260.9334,12.6666,0.1456,2.1478,1.33,2.3132,3.2243,3.8468,4.1105,5.9156,0.7332,0.3721
1445.514,108.99,-999.25,221.7526,88.8932,260.9732,12.6148,0.1453,2.141,1.3023,2.2675,3.1649,3.7797,4.0267,5.7865,0.689,0.3799
1445.6664,108.9044,-999.25,222.3336,85.9729,261.0131,12.6851,0.1451,2.1374,1.3176,2.2877,3.1985,3.7967,4.0323,5.7791,0.678,0.3785
1445.8188,109.1158,-999.25,221.9076,85.0359,261.0532,12.6296,0.1448,2.143,1.3367,2.3287,3.2415,3.7577,3.9933,5.6665,0.6694,0.3595
1445.9712,109.1452,-999.25,221.1512,87.7425,261.0934,12.6518,0.1445,2.1444,1.3764,2.3509,3.2018,3.6092,3.8257,5.3378,0.6412,0.3594
1446.1236,109.1194,-999.25,220.8195,91.2522,261.1339,12.6074,0.1442,2.1464,1.368,2.3386,3.1508,3.5171,3.7131,5.1475,0.6271,0.3409
1446.276,107.6951,-999.25,222.5128,94.1796,261.1744,12.6296,0.1439,2.1442,1.4051,2.4395,3.2388,3.5585,3.7928,5.1932,0.6481,0.3323
1446.4284,107.1002,-999.25,220.6192,88.3949,261.2151,12.6222,0.1437,2.146,1.4952,2.5126,3.1945,3.4273,3.6868,4.9362,0.6822,0.3233
1446.5808,106.6691,-999.25,219.0223,88.2516,261.256,12.5778,0.1434,2.1469,1.5347,2.4979,3.1046,3.3221,3.5754,4.7462,0.7162,0.3374
1446.7332,104.7954,-999.25,216.3204,85.2377,261.2971,12.3855,0.1431,2.1487,1.5587,2.4665,3.0369,3.2436,3.5028,4.6293,0.7228,0.3454
1446.8856,102.9038,-999.25,213.1698,88.4182,261.3383,12.3707,0.1428,2.1567,1.6377,2.4675,2.9307,3.1871,3.44,4.4983,0.7188,0.362
1447.038,101.9893,-999.25,164.4183,92.3048,261.3796,12.4151,0.1425,2.2214,1.8145,2.5894,3.1195,3.4303,3.6959,4.8929,0.7957,0.3618
1447.1904,101.7975,-999.25,115.6667,101.766,261.4211,12.3966,0.1423,2.3279,2.2402,3.2736,4.0584,4.4893,4.8365,6.5092,1.0052,0.3312
1447.3428,103.9143,-999.25,162.892,109.5319,261.4628,12.2634,0.142,2.4163,2.4273,3.2888,4.0487,4.4192,4.7769,6.3987,1.3543,0.3039
1447.4952,89.7364,-999.25,181.077,113.816,261.5047,12.2413,0.1417,2.4547,2.7415,3.4964,4.1695,4.626,4.9423,6.5602,1.6729,0.3294
1447.6476,90.3545,-999.25,179.82,107.4599,261.5467,12.2191,0.1414,2.4958,4.2815,6.6652,8.5506,9.8778,10.653,14.9678,2.3741,0.3231
1447.8,91.9829,-999.25,179.4357,99.8805,261.5889,12.2745,0.1412,2.5369,4.6785,9.0856,12.3841,14.6839,16.1104,23.912,6.3974,0.2961
1447.9524,93.7841,-999.25,184.9579,93.1408,261.6312,12.2154,0.1409,2.5447,4.0728,7.6247,10.9886,13.2073,15.0381,12.2019,15.6201,0.2695
1448.1048,94.4744,-999.25,188.6416,87.5848,261.6737,12.3263,0.1406,2.4374,2.9902,4.9569,6.6104,7.6062,8.4956,11.9986,2.5489,0.2894
1448.2572,97.2144,-999.25,195.9151,82.7072,261.7164,12.3559,0.1403,2.2985,2.1286,3.2861,4.2079,4.7783,5.3521,7.2128,0.8502,0.3091
1448.4096,110.5427,-999.25,207.4434,81.798,261.7592,12.4003,0.14,2.1803,1.7392,2.6811,3.3537,3.7672,4.2063,5.5132,0.5179,0.3169
1448.562,110.0125,-999.25,211.3047,82.2511,261.8022,12.5186,0.1398,2.1408,1.5782,2.6165,3.1545,3.5412,3.9243,5.024,0.4408,0.3082
1448.7144,107.2565,-999.25,215.6432,84.3976,261.8455,12.5408,0.1395,2.1381,1.4181,2.6147,3.2144,3.5239,3.9137,5.0216,0.4409,0.3358
1448.8668,108.966,-999.25,224.6477,80.1713,261.8888,12.4632,0.1392,2.1429,1.314,2.6078,3.2641,3.5249,3.8918,5.0162,0.4325,0.3462
1449.0192,110.2644,-999.25,233.0713,80.6188,261.9323,12.4854,0.1389,2.1405,1.2363,2.4596,3.2207,3.4122,3.7729,4.9358,0.4247,0.3482
1449.1716,110.0975,-999.25,234.2722,81.1065,261.9761,12.4743,0.1387,2.14,1.1816,2.2428,3.0863,3.2481,3.5177,4.739,0.4186,0.3584
1449.324,108.1917,-999.25,235.4289,81.7879,262.02,12.4521,0.1384,2.1348,1.1889,2.1472,2.9416,3.1265,3.349,4.5484,0.4272,0.352
1449.4764,107.9864,-999.25,227.4467,79.8687,262.064,12.4595,0.1381,2.129,1.2018,2.1123,2.8672,3.0718,3.2808,4.4989,0.494,0.3645
1449.6288,108.0525,-999.25,226.3051,78.951,262.1083,12.5038,0.1378,2.1324,1.175,2.0299,2.7401,2.9704,3.14,4.3681,0.5487,0.3325
1449.7812,107.7934,-999.25,225.9314,78.9526,262.1527,12.5408,0.1375,2.142,1.1742,1.9761,2.6381,2.9584,3.0621,4.3332,0.6186,0.3468
1449.9336,108.4227,-999.25,226.3503,77.6637,262.1973,12.5482,0.1373,2.1537,1.2313,2.1301,2.8873,3.3184,3.4329,4.8927,0.6441,0.3647
1450.086,108.1124,-999.25,225.2596,76.1624,262.2421,12.5186,0.137,2.1512,1.3239,2.3326,3.2204,3.7407,3.9006,5.5406,0.6497,0.3663
1450.2384,107.4084,-999.25,224.2797,76.294,262.287,12.6222,0.1367,2.1405,1.3798,2.3519,3.2086,3.7478,3.9491,5.5422,0.5895,0.3448
1450.3908,107.0578,-999.25,223.4238,79.6965,262.3322,12.7258,0.1364,2.1296,1.3167,2.1862,2.9513,3.4466,3.6234,5.0262,0.4979,0.3229
1450.5432,106.8837,-999.25,218.7388,82.2154,262.3775,12.6444,0.1362,2.1295,1.2881,2.0949,2.7856,3.2349,3.3825,4.668,0.4755,0.3364
1450.6956,106.8408,-999.25,217.6529,84.8068,262.423,12.6407,0.1359,2.1354,1.3089,2.1446,2.8164,3.2651,3.3523,4.6953,0.6042,0.3395
1450.848,105.7761,-999.25,216.5726,83.6334,262.4687,12.5926,0.1356,2.1572,1.2995,2.1746,2.7741,3.139,3.2064,4.4856,0.7691,0.3081
1451.0004,104.333,-999.25,214.1914,82.2015,262.5146,12.5482,0.1353,2.1831,1.2218,1.8672,2.2453,2.4782,2.437,3.3381,0.896,0.2987
1451.1528,103.7756,-999.25,212.2939,77.9521,262.5607,12.5112,0.1351,2.1944,1.225,1.8499,2.2242,2.3938,2.3542,3.2079,0.5952,0.3114
1451.3052,102.2055,173.7391,210.8989,75.5079,262.6069,12.4151,0.1348,2.1819,1.165,1.7229,2.0562,2.1893,2.1507,2.8992,0.4996,0.3329
1451.4576,103.4216,172.4982,196.0207,73.5108,262.6534,12.3855,0.1345,2.1617,1.1668,1.6438,1.9781,2.0257,1.9981,2.6225,0.4192,0.3145
1451.61,98.0504,166.3788,190.506,75.8613,262.7,12.4003,0.1342,2.1825,1.3459,2.0347,2.4419,2.481,2.4763,3.2825,0.4909,0.3021
1451.7624,97.3252,168.6777,190.214,75.9401,262.7469,12.33,0.1339,2.2179,1.2878,1.9185,2.2352,2.2754,2.2277,2.9721,0.5486,0.3037
1451.9148,95.9166,172.0787,189.575,77.7005,262.7939,12.3633,0.1337,2.2529,1.3035,1.9104,2.2047,2.2502,2.2222,2.9576,0.679,0.2959
1452.0672,94.4422,173.6304,183.0825,76.7964,262.8411,12.3078,0.1334,2.2678,1.7786,2.5826,3.002,3.1236,3.1311,4.1092,0.8679,0.2772
1452.2196,88.951,169.648,175.4002,77.4107,262.8885,12.2967,0.1331,2.264,1.8521,2.282,2.542,2.642,2.6411,3.2389,1.2117,0.2558
1452.372,87.2006,162.2489,165.5495,76.8634,262.9361,12.3337,0.1328,2.2638,1.5178,1.7409,1.9058,1.9857,1.995,2.3714,0.9317,0.2695
1452.5244,84.7978,154.8498,155.6024,80.2413,262.9839,12.3929,0.1326,2.2765,1.3071,1.4104,1.5203,1.5795,1.5821,1.8408,0.6235,0.277
1452.6768,82.6963,147.4508,149.4274,81.7635,263.032,12.3411,0.1323,2.3242,2.7934,3.8335,4.3837,4.8117,4.9562,6.3927,0.7888,0.2479
1452.8292,82.8502,150.2311,146.6924,81.6348,263.0802,12.3411,0.132,2.3714,4.1403,6.1948,7.2754,7.8934,8.1467,10.5604,1.8446,0.2292
1452.9816,81.9827,149.3506,147.4367,77.6359,263.1286,12.2893,0.1317,2.4069,3.7357,5.2364,6.0438,6.4623,6.7305,6.3754,11.0861,0.2286
1453.134,82.1991,151.0925,146.4605,77.5738,263.1772,12.2524,0.1315,2.4072,2.794,3.7264,4.2588,4.4442,4.6684,4.0131,5.7468,0.2428
1453.2864,82.6888,154.4552,145.3425,83.122,263.226,12.2671,0.1312,2.3781,1.9451,2.5407,2.7172,2.8299,2.9334,2.8936,2.6472,0.2554
1453.4388,84.1049,155.7051,146.8749,85.242,263.2751,12.245,0.1309,2.3284,1.4859,1.8501,2.049,2.103,2.1558,2.4652,1.4471,0.288
1453.5912,84.7039,155.9484,147.3865,86.0436,263.3243,12.3522,0.1306,2.2798,1.2081,1.501,1.6357,1.6837,1.7355,2.079,0.987,0.3124
1453.7436,88.2422,156.1917,152.0886,86.5394,263.3737,12.4743,0.1304,2.2636,1.0762,1.3945,1.515,1.553,1.5862,1.9722,0.8513,0.3188
1453.896,89.9834,172.202,156.1029,88.5108,263.4234,12.441,0.1301,2.2744,0.9946,1.3252,1.4513,1.4847,1.5108,1.9014,0.8858,0.3424
1454.0484,90.8426,175.4953,160.0497,88.3939,263.4733,12.4891,0.1298,2.2972,0.904,1.2044,1.3416,1.3644,1.3724,1.744,0.8135,0.3156
1454.2008,91.7563,176.9033,166.6818,85.673,263.5233,12.5334,0.1295,2.3077,0.7938,1.0602,1.203,1.23,1.2289,1.5544,0.7855,0.3072
1454.3532,92.7501,179.0422,168.1498,84.5489,263.5736,12.6074,0.1293,2.3014,0.7299,0.977,1.1208,1.1566,1.1513,1.4802,0.7125,0.2902
1454.5056,94.0655,181.8146,171.7396,83.9676,263.6241,12.5852,0.129,2.2926,0.6886,0.9131,1.0655,1.1119,1.1138,1.4287,0.6995,0.3132
1454.658,95.254,181.8293,177.1802,80.3126,263.6748,12.5778,0.1287,2.2871,0.6431,0.8419,0.9843,1.0321,1.0083,1.311,0.6071,0.312
